Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2016,Tot_Dsg_Unts_2016,Tot_Clms_2016,Avg_Spnd_Per_Dsg_Unt_Wghtd_2016,Avg_Spnd_Per_Clm_2016,Outlier_Flag_2016,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Chg_Avg_Spnd_Per_Dsg_Unt_19_20,CAGR_Avg_Spnd_Per_Dsg_Unt_16_20
"Lithium Carbonate","Lithium Carbonate",1,"Sun Pharmaceuti","$50,888.57","248,045.5","3,562",$0.21,$14.29,0,"$34,167.92","166,261","2,207",$0.21,$15.48,0,"$296,415.74","1,408,900.5","18,738",$0.21,$15.82,0,"$828,864.43","$3,906,128.00","52,259",$0.21,$15.86,0,"$929,846.35","4,329,740.493","58,429",$0.21,$15.91,0,1.21%,1.15%
"Lithium Carbonate ER","Lithium Carbonate",7,Overall,"$8,325,772.17","27,176,410.5","406,807",$0.31,$20.47,0,"$8,661,501.16","28,562,393.402","431,347",$0.31,$20.08,0,"$7,859,001.83","28,783,337.95","434,959",$0.28,$18.07,0,"$7,321,858.17","$28,771,614.59","437,976",$0.26,$16.72,0,"$7,255,381.01","29,607,622.6","441,696",$0.25,$16.43,0,-3.52%,-5.23%
"Lithium Carbonate ER","Lithium Carbonate",1,Ahp,"$4,859.70","12,985",269,$0.38,$18.07,0,"$4,290.16","13,018",255,$0.33,$16.82,0,"$6,485.89","18,120",382,$0.36,$16.98,0,"$1,359.25","$3,996.00",118,$0.34,$11.52,0,$859.21,"2,410",94,$0.36,$9.14,1,4.91%,-1.49%
"Lithium Carbonate ER","Lithium Carbonate",1,"Ani Pharmaceuti",,,,,,,"$49,530.92","176,324","2,291",$0.28,$21.62,0,"$188,485.27","772,826.5","10,123",$0.24,$18.62,0,"$199,278.41","$917,620.50","12,186",$0.22,$16.35,0,"$144,561.27","655,178","8,666",$0.22,$16.68,0,1.60%,-7.73%
"Lithium Carbonate ER","Lithium Carbonate",1,"Mylan Instituti","$5,167.39","17,123",347,$0.31,$14.89,0,"$5,762.95","18,449.333",337,$0.32,$17.10,0,"$5,998.55","20,116",415,$0.30,$14.45,0,"$3,767.56","$11,845.50",259,$0.32,$14.55,0,"$4,014.23","12,630",257,$0.32,$15.62,0,1.21%,1.43%
"Lithium Carbonate ER","Lithium Carbonate",1,Mylan,"$837,101.09","2,774,422.5","42,116",$0.31,$19.88,0,"$1,367,349.70","4,371,739.069","69,117",$0.32,$19.78,0,"$1,236,627.24","4,383,625.5","70,041",$0.29,$17.66,0,"$1,285,536.61","$4,702,277.00","76,894",$0.28,$16.72,0,"$1,299,972.37","4,991,630.5","80,929",$0.27,$16.06,0,-4.38%,-3.34%
"Lithium Carbonate ER","Lithium Carbonate",1,"Rising Pharm","$37,972.90","143,432","1,703",$0.26,$22.30,0,"$185,989.21","694,986","8,955",$0.27,$20.77,0,"$267,370.83","969,127.5","14,301",$0.28,$18.70,0,"$346,214.56","$1,236,867.50","20,155",$0.29,$17.18,0,"$712,157.70","2,729,380.6","42,567",$0.27,$16.73,0,-6.10%,0.35%
"Lithium Carbonate ER","Lithium Carbonate",1,"Glenmark Pharma","$4,568,204.05","15,109,049","225,683",$0.31,$20.24,0,"$4,514,580.30","14,790,345.5","225,419",$0.31,$20.03,0,"$3,790,673.20","13,914,029.05","210,471",$0.28,$18.01,0,"$3,549,669.10","$14,179,820.09","214,293",$0.26,$16.56,0,"$3,427,338.21","14,302,472.5","210,096",$0.25,$16.31,0,-4.22%,-5.64%
"Lithium Carbonate ER","Lithium Carbonate",1,Roxane/West-War,"$2,872,467.04","9,119,399","136,689",$0.32,$21.01,0,"$2,533,997.92","8,497,531.5","124,973",$0.30,$20.28,0,"$2,363,360.85","8,705,493.4","129,226",$0.28,$18.29,0,"$1,936,032.68","$7,719,188.00","114,071",$0.26,$16.97,0,"$1,666,478.02","6,913,921","99,087",$0.25,$16.82,0,-3.67%,-6.09%
Lithobid,"Lithium Carbonate",1,Overall,"$3,786,939.10","610,781","6,676",$6.20,$567.25,0,"$1,244,857.94","180,425","1,967",$6.90,$632.87,0,"$619,366.34","84,659",855,$7.32,$724.41,0,"$556,793.00","$67,085.00",679,$8.30,$820.02,0,"$485,035.60","54,866",560,$8.84,$866.14,0,13.45%,9.27%
Lithobid,"Lithium Carbonate",1,"Ani Pharmaceuti","$3,786,939.10","610,781","6,676",$6.20,$567.25,0,"$1,244,857.94","180,425","1,967",$6.90,$632.87,0,"$619,366.34","84,659",855,$7.32,$724.41,0,"$556,793.00","$67,085.00",679,$8.30,$820.02,0,"$485,035.60","54,866",560,$8.84,$866.14,0,6.51%,9.27%
Lithostat,"Acetohydroxamic Acid",1,Overall,"$19,647.66","1,110",13,$17.70,"$1,511.36",1,"$24,197.38","1,365",16,$17.73,"$1,512.34",1,"$38,453.18","2,163",30,$17.78,"$1,281.77",1,"$87,292.65","$4,821.00",55,$18.11,"$1,587.14",1,"$91,205.38","4,890",57,$18.65,"$1,600.09",1,3.01%,1.32%
Lithostat,"Acetohydroxamic Acid",1,"Mission Pharm.","$19,647.66","1,110",13,$17.70,"$1,511.36",1,"$24,197.38","1,365",16,$17.73,"$1,512.34",1,"$38,453.18","2,163",30,$17.78,"$1,281.77",1,"$87,292.65","$4,821.00",55,$18.11,"$1,587.14",1,"$91,205.38","4,890",57,$18.65,"$1,600.09",1,3.01%,1.32%
Livalo,"Pitavastatin Calcium",1,Overall,"$2,987,474.89","408,845.5","13,134",$7.31,$227.46,0,"$3,713,341.09","454,558","14,665",$8.17,$253.21,0,"$4,176,147.32","496,700","15,762",$8.41,$264.95,0,"$5,372,487.18","$562,420.00","17,395",$9.55,$308.85,0,"$5,818,419.53","585,385.4","16,443",$9.94,$353.85,0,13.62%,7.99%
Livalo,"Pitavastatin Calcium",1,"Kowa Pharmaceut","$2,987,474.89","408,845.5","13,134",$7.31,$227.46,0,"$3,713,341.09","454,558","14,665",$8.17,$253.21,0,"$4,176,147.32","496,700","15,762",$8.41,$264.95,0,"$5,372,487.18","$562,420.00","17,395",$9.55,$308.85,0,"$5,818,419.53","585,385.4","16,443",$9.94,$353.85,0,4.05%,7.99%
"Lo Loestrin Fe",Norethindrone-E.Estradiol-Iron,1,Overall,"$34,092,517.98","8,473,911.245","237,848",$4.02,$143.34,0,"$38,076,460.26","8,918,588.92","250,990",$4.27,$151.71,0,"$42,491,134.86","9,211,632.546","249,769",$4.61,$170.12,0,"$47,921,715.70","$9,556,217.26","250,695",$5.01,$191.16,0,"$57,591,223.22","10,960,433.585","272,007",$5.25,$211.73,0,8.71%,6.90%
"Lo Loestrin Fe",Norethindrone-E.Estradiol-Iron,1,Actavis/Allerga,"$34,092,517.98","8,473,911.245","237,848",$4.02,$143.34,0,"$38,076,460.26","8,918,588.92","250,990",$4.27,$151.71,0,"$42,491,134.86","9,211,632.546","249,769",$4.61,$170.12,0,"$47,921,715.70","$9,556,217.26","250,695",$5.01,$191.16,0,"$57,591,223.22","10,960,433.585","272,007",$5.25,$211.73,0,4.78%,6.90%
Lo-Zumandimine,"Ethinyl Estradiol/Drospirenone",1,Overall,,,,,,,,,,,,,,,,,,,"$78,405.41","$93,492.00","2,682",$0.84,$29.23,0,"$336,036.40","425,206","11,051",$0.79,$30.41,0,-5.76%,-5.76%
Lo-Zumandimine,"Ethinyl Estradiol/Drospirenone",1,"Aurobindo Pharm",,,,,,,,,,,,,,,,,,,"$78,405.41","$93,492.00","2,682",$0.84,$29.23,0,"$336,036.40","425,206","11,051",$0.79,$30.41,0,-5.76%,-5.76%
Lodosyn,Carbidopa,1,Overall,,,,,,,,,,,,,"$71,026.99","5,936",36,$11.97,"$1,972.97",1,"$50,340.62","$4,508.00",27,$11.17,"$1,864.47",1,"$40,943.68","2,496",13,$16.40,"$3,149.51",1,46.90%,17.09%
Lodosyn,Carbidopa,1,Valeant/Bausch,,,,,,,,,,,,,"$71,026.99","5,936",36,$11.97,"$1,972.97",1,"$50,340.62","$4,508.00",27,$11.17,"$1,864.47",1,"$40,943.68","2,496",13,$16.40,"$3,149.51",1,46.90%,17.09%
Loestrin,"Norethindrone Ac-Eth Estradiol",1,Overall,"$107,811.94","65,230.232","2,263",$1.65,$47.64,0,"$143,527.65","68,614.581","2,478",$2.09,$57.92,0,"$104,457.25","58,786.709","1,952",$1.78,$53.51,0,"$95,112.07","$53,473.83","1,759",$1.78,$54.07,0,"$134,790.22","58,581.55","1,759",$2.30,$76.63,0,29.38%,8.67%
Loestrin,"Norethindrone Ac-Eth Estradiol",1,"Teva Women'S He","$107,811.94","65,230.232","2,263",$1.65,$47.64,0,"$143,527.65","68,614.581","2,478",$2.09,$57.92,0,"$104,457.25","58,786.709","1,952",$1.78,$53.51,0,"$95,112.07","$53,473.83","1,759",$1.78,$54.07,0,"$134,790.22","58,581.55","1,759",$2.30,$76.63,0,29.38%,8.67%
"Loestrin Fe",Norethindrone-E.Estradiol-Iron,1,Overall,"$172,689.60","92,481.974","2,662",$1.87,$64.87,0,"$157,274.33","81,098.038","2,421",$1.94,$64.96,0,"$105,030.87","55,412.894","1,492",$1.90,$70.40,0,"$115,520.54","$48,693.44","1,242",$2.37,$93.01,0,"$492,290.69","256,928.988","5,900",$1.93,$83.44,0,24.95%,0.82%
"Loestrin Fe",Norethindrone-E.Estradiol-Iron,1,"Teva Women'S He","$172,689.60","92,481.974","2,662",$1.87,$64.87,0,"$157,274.33","81,098.038","2,421",$1.94,$64.96,0,"$105,030.87","55,412.894","1,492",$1.90,$70.40,0,"$115,520.54","$48,693.44","1,242",$2.37,$93.01,0,"$492,290.69","256,928.988","5,900",$1.93,$83.44,0,-18.66%,0.82%
Lojaimiess,L-Norgest/E.Estradiol-E.Estrad,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$37,650.17","48,503",524,$0.78,$71.85,0,,0.00%
Lojaimiess,L-Norgest/E.Estradiol-E.Estrad,1,"Xiromed, LLC",,,,,,,,,,,,,,,,,,,,,,,,,"$37,650.17","48,503",524,$0.78,$71.85,0,,0.00%
Lokelma,"Sodium Zirconium Cyclosilicate",1,Overall,,,,,,,,,,,,,,,,,,,"$823,429.48","$37,677.00","1,345",$21.85,$612.22,0,"$4,227,055.34","192,827","7,140",$21.92,$592.02,0,0.31%,0.31%
Lokelma,"Sodium Zirconium Cyclosilicate",1,Astrazeneca,,,,,,,,,,,,,,,,,,,"$823,429.48","$37,677.00","1,345",$21.85,$612.22,0,"$4,227,055.34","192,827","7,140",$21.92,$592.02,0,0.31%,0.31%
Lomaira,"Phentermine HCl",1,Overall,,,,,,,$806.19,"1,245",26,$0.65,$31.01,1,$527.11,842,24,$0.63,$21.96,1,$985.77,"$1,755.00",39,$0.56,$25.28,1,$774.91,"1,275",33,$0.61,$23.48,1,8.20%,-2.09%
Lomaira,"Phentermine HCl",1,"KVK-Tech, Inc.",,,,,,,$806.19,"1,245",26,$0.65,$31.01,1,$527.11,842,24,$0.63,$21.96,1,$985.77,"$1,755.00",39,$0.56,$25.28,1,$774.91,"1,275",33,$0.61,$23.48,1,8.20%,-2.09%
Lomotil,"Diphenoxylate HCl/Atropine",1,Overall,"$13,409.28","6,818",176,$1.97,$76.19,0,"$16,771.59","7,044",211,$2.38,$79.49,0,"$9,325.48","3,091",159,$3.02,$58.65,0,"$11,070.52","$4,259.00",149,$2.60,$74.30,0,"$8,855.36","4,039",95,$2.19,$93.21,0,-13.84%,2.75%
Lomotil,"Diphenoxylate HCl/Atropine",1,"Pfizer US Pharm","$13,409.28","6,818",176,$1.97,$76.19,0,"$16,771.59","7,044",211,$2.38,$79.49,0,"$9,325.48","3,091",159,$3.02,$58.65,0,"$11,070.52","$4,259.00",149,$2.60,$74.30,0,"$8,855.36","4,039",95,$2.19,$93.21,0,-15.65%,2.75%
"Lonhala Magnair Refill",Glycopyrrolate/Neb.Accessories,1,Overall,,,,,,,,,,,,,"$308,409.43","17,744",296,$17.38,"$1,041.92",0,"$1,959,238.14","$106,445.00","1,766",$18.41,"$1,109.42",0,"$2,062,382.77","112,050","1,833",$18.41,"$1,125.14",0,5.90%,2.91%
"Lonhala Magnair Refill",Glycopyrrolate/Neb.Accessories,1,"Sunovion Pharma",,,,,,,,,,,,,"$308,409.43","17,744",296,$17.38,"$1,041.92",0,"$1,959,238.14","$106,445.00","1,766",$18.41,"$1,109.42",0,"$2,062,382.77","112,050","1,833",$18.41,"$1,125.14",0,0.00%,2.91%
"Lonhala Magnair Starter",Glycopyrrol/Nebulizer/Accessor,1,Overall,,,,,,,,,,,,,"$179,978.16","9,846",170,$18.28,"$1,058.70",0,"$675,037.16","$36,784.00",613,$18.35,"$1,101.20",0,"$274,388.82","14,701",247,$18.66,"$1,110.89",0,1.71%,1.05%
"Lonhala Magnair Starter",Glycopyrrol/Nebulizer/Accessor,1,"Sunovion Pharma",,,,,,,,,,,,,"$179,978.16","9,846",170,$18.28,"$1,058.70",0,"$675,037.16","$36,784.00",613,$18.35,"$1,101.20",0,"$274,388.82","14,701",247,$18.66,"$1,110.89",0,1.71%,1.05%
Lonsurf,"Trifluridine/Tipiracil HCl",1,Overall,"$18,564,930.95","110,564","2,104",$167.71,"$8,823.64",0,"$20,499,480.98","112,028","2,094",$182.78,"$9,789.63",0,"$19,870,825.89","106,377","1,943",$186.23,"$10,226.88",0,"$22,466,098.85","$113,136.00","2,089",$197.75,"$10,754.48",0,"$23,941,012.29","117,272","2,081",$204.30,"$11,504.57",0,6.18%,5.06%
Lonsurf,"Trifluridine/Tipiracil HCl",1,"Taiho Oncology","$18,564,930.95","110,564","2,104",$167.71,"$8,823.64",0,"$20,499,480.98","112,028","2,094",$182.78,"$9,789.63",0,"$19,870,825.89","106,377","1,943",$186.23,"$10,226.88",0,"$22,466,098.85","$113,136.00","2,089",$197.75,"$10,754.48",0,"$23,941,012.29","117,272","2,081",$204.30,"$11,504.57",0,3.32%,5.06%
Loperamide,"Loperamide HCl",4,Overall,"$4,350,083.70","11,641,137.353","247,172",$0.41,$17.60,0,"$4,412,863.70","12,018,291.609","255,440",$0.38,$17.28,0,"$3,995,361.74","11,743,179.388","251,517",$0.35,$15.89,0,"$4,480,340.76","$12,378,899.00","265,480",$0.37,$16.88,0,"$4,231,279.45","12,136,322.128","238,933",$0.35,$17.71,0,6.74%,-3.55%
Loperamide,"Loperamide HCl",1,Mylan,"$1,565,344.58","4,264,529.92","93,393",$0.37,$16.76,0,"$2,224,644.76","6,112,451.35","130,038",$0.36,$17.11,0,"$2,244,375.24","6,500,325.96","142,595",$0.35,$15.74,0,"$1,895,052.71","$5,024,839.00","115,773",$0.38,$16.37,0,"$1,786,454.25","4,988,295.028","101,665",$0.36,$17.57,0,-5.04%,-0.61%
Loperamide,"Loperamide HCl",1,"Mylan Instituti","$168,145.95","34,175","2,605",$4.92,$64.55,1,"$44,635.21","24,133.571","2,249",$1.85,$19.85,0,"$17,113.57","11,994","1,535",$1.43,$11.15,0,"$14,492.26","$10,081.00","1,237",$1.44,$11.72,0,"$6,020.74","3,820",507,$1.58,$11.88,0,9.64%,-24.77%
Loperamide,"Loperamide HCl",1,Ahp,,,,,,,"$2,719.61","1,320",152,$2.06,$17.89,1,"$4,419.03","1,674",484,$2.64,$9.13,0,"$6,820.70","$1,999.50",627,$3.41,$10.88,1,"$3,761.28","2,235",475,$1.68,$7.92,0,-50.67%,-6.52%
Loperamide,"Loperamide HCl",1,"Teva USA","$2,616,593.17","7,342,432.433","151,174",$0.36,$17.31,0,"$2,140,864.12","5,880,386.688","123,001",$0.36,$17.41,0,"$1,729,453.90","5,229,185.428","106,903",$0.33,$16.18,0,"$2,563,975.09","$7,341,979.50","147,843",$0.35,$17.34,0,"$2,435,043.18","7,141,972.1","136,286",$0.34,$17.87,0,-2.37%,-1.10%
Lopid,Gemfibrozil,1,Overall,,,,,,,"$4,321.86","1,022",19,$4.23,$227.47,1,"$2,075.40",784,17,$2.65,$122.08,1,"$5,359.61",$926.00,22,$5.79,$243.62,1,$113.51,78,13,$1.46,$8.73,1,118.64%,-29.92%
Lopid,Gemfibrozil,1,"Pfizer US Pharm",,,,,,,"$4,321.86","1,022",19,$4.23,$227.47,1,"$2,075.40",784,17,$2.65,$122.08,1,"$5,359.61",$926.00,22,$5.79,$243.62,1,$113.51,78,13,$1.46,$8.73,1,-74.86%,-29.92%
Lopinavir-Ritonavir,Lopinavir/Ritonavir,1,Overall,,,,,,,"$689,903.69","295,823.4","1,518",$2.33,$454.48,0,"$675,887.99","304,669","1,677",$2.22,$403.03,0,"$627,791.92","$271,160.80","1,445",$2.32,$434.46,0,"$364,718.13","159,609.6",902,$2.29,$404.34,0,4.36%,-0.68%
Lopinavir-Ritonavir,Lopinavir/Ritonavir,1,"Lannett Co. Inc",,,,,,,"$689,903.69","295,823.4","1,518",$2.33,$454.48,0,"$675,887.99","304,669","1,677",$2.22,$403.03,0,"$627,791.92","$271,160.80","1,445",$2.32,$434.46,0,"$364,718.13","159,609.6",902,$2.29,$404.34,0,-1.30%,-0.68%
Lopreeza,"Estradiol/Norethindrone Acet",1,Overall,"$297,946.23","87,174","2,935",$3.42,$101.51,0,"$348,970.21","107,654","3,509",$3.24,$99.45,0,"$322,902.85","116,154","3,754",$2.78,$86.02,0,"$82,119.40","$29,020.00",943,$2.83,$87.08,0,"$5,241.79","2,324",59,$2.26,$88.84,1,1.78%,-9.87%
Lopreeza,"Estradiol/Norethindrone Acet",1,"Amneal Pharmace","$297,946.23","87,174","2,935",$3.42,$101.51,0,"$348,970.21","107,654","3,509",$3.24,$99.45,0,"$322,902.85","116,154","3,754",$2.78,$86.02,0,"$82,119.40","$29,020.00",943,$2.83,$87.08,0,"$5,241.79","2,324",59,$2.26,$88.84,1,-20.28%,-9.87%
Lopressor,"Metoprolol Tartrate",1,Overall,"$6,048.68","3,100",56,$1.92,$108.01,1,"$9,457.39","4,349",78,$2.16,$121.25,1,"$7,552.08","3,803",55,$1.96,$137.31,1,"$9,383.59","$3,562.00",60,$2.63,$156.39,1,"$9,194.67","3,320",43,$2.84,$213.83,1,34.14%,10.18%
Lopressor,"Metoprolol Tartrate",1,"Validus Pharmac","$6,048.68","3,100",56,$1.92,$108.01,1,"$9,457.39","4,349",78,$2.16,$121.25,1,"$7,552.08","3,803",55,$1.96,$137.31,1,"$9,383.59","$3,562.00",60,$2.63,$156.39,1,"$9,194.67","3,320",43,$2.84,$213.83,1,7.72%,10.18%
Loratadine,Loratadine,2,Overall,"$33,174.58","70,293","3,824",$0.47,$8.68,0,"$30,623.11","62,667","3,751",$0.49,$8.16,0,"$23,285.17","22,378","2,815",$1.04,$8.27,0,"$14,892.85","$19,420.00","2,533",$0.77,$5.88,0,"$14,384.13","20,427.5","1,693",$0.78,$8.50,0,1.33%,13.28%
Loratadine,Loratadine,1,"Sm-Strategic So",,,,,,,,,,,,,,,,,,,,,,,,,$95.67,"2,205",16,$0.04,$5.98,1,,0.00%
Loratadine,Loratadine,1,Ahp,"$33,174.58","70,293","3,824",$0.47,$8.68,0,"$30,623.11","62,667","3,751",$0.49,$8.16,0,"$23,285.17","22,378","2,815",$1.04,$8.27,0,"$14,892.85","$19,420.00","2,533",$0.77,$5.88,0,"$14,288.46","18,222.5","1,677",$0.78,$8.52,0,2.25%,13.53%
"Lorazepam Intensol",Lorazepam,1,Overall,"$345,161.72","386,908.771","8,911",$0.89,$38.73,0,"$228,145.19","278,052.273","6,701",$0.82,$34.05,0,"$201,464.94","263,806.34","6,129",$0.76,$32.87,0,"$235,414.07","$298,182.41","6,802",$0.79,$34.61,0,"$269,878.24","362,015.17","8,193",$0.75,$32.94,0,3.38%,-4.39%
"Lorazepam Intensol",Lorazepam,1,Roxane/West-War,"$345,161.72","386,908.771","8,911",$0.89,$38.73,0,"$228,145.19","278,052.273","6,701",$0.82,$34.05,0,"$201,464.94","263,806.34","6,129",$0.76,$32.87,0,"$235,414.07","$298,182.41","6,802",$0.79,$34.61,0,"$269,878.24","362,015.17","8,193",$0.75,$32.94,0,-5.57%,-4.39%
Lorazepam*,Lorazepam,24,Overall,"$16,824,046.36","48,008,488.173","1,228,068",$5.53,$13.70,1,"$20,642,370.30","69,119,664.443","1,693,101",$4.13,$12.19,1,"$29,228,576.56","117,173,679.75","2,739,992",$3.15,$10.67,1,"$31,791,519.07","$102,710,390.05","2,500,280",$4.53,$12.72,1,"$39,665,555.49","98,391,851.709","2,396,702",$3.99,$16.55,1,43.72%,-7.83%
Lorazepam*,Lorazepam,1,UDL,,,,,,,,,,,,,,,,,,,$93.07,$47.00,30,$1.98,$3.10,1,$37.19,132,76,$0.28,$0.49,1,-85.77%,-85.77%
Lorazepam*,Lorazepam,1,"Ranbaxy Pharmac","$6,110.15","54,671",981,$0.11,$6.23,0,$217.32,"2,050",34,$0.10,$6.39,1,,,,,,,$392.04,$145.00,125,$2.70,$3.14,1,"$1,499.68",571,455,$2.92,$3.30,1,7.87%,124.82%
Lorazepam*,Lorazepam,1,"West-Ward, Inc.","$5,384,841.08","222,469.94","126,021",$24.24,$42.73,1,"$5,763,756.64","220,893.53","134,663",$26.16,$42.80,1,"$96,147.07",65,81,"$1,472.97","$1,187.00",1,"$24,610.25",$71.00,61,$356.15,$403.45,1,"$2,831.42",72,52,$39.12,$54.45,1,-89.02%,12.72%
Lorazepam*,Lorazepam,1,Sandoz,"$1,078,530.07","7,669,541.51","165,492",$0.14,$6.52,0,"$1,322,379.71","8,491,372.3","189,250",$0.16,$6.99,0,"$529,833.69","3,112,330","73,155",$0.17,$7.24,0,"$48,794.76","$208,331.00","7,372",$0.26,$6.62,0,"$5,072.66","13,688","1,251",$0.58,$4.05,1,127.35%,42.76%
Lorazepam*,Lorazepam,1,Mylan,"$2,810,164.83","28,263,373.994","577,938",$0.10,$4.86,0,"$3,252,854.02","25,821,907.04","523,424",$0.13,$6.21,0,"$1,141,588.56","8,084,853","173,725",$0.14,$6.57,0,"$49,000.46","$276,173.00","6,468",$0.18,$7.58,0,"$15,262.94","45,192",979,$0.34,$15.59,0,89.69%,36.00%
Lorazepam*,Lorazepam,1,"Mylan Instituti","$433,969.97","89,766.561","15,081",$5.82,$28.78,1,"$216,903.65","92,724.4","13,488",$2.55,$16.08,0,"$138,606.67","92,383.51","10,861",$1.75,$12.76,0,"$47,744.09","$19,863.51","4,510",$2.31,$10.59,0,"$14,897.34","5,870.5","1,649",$2.56,$9.03,0,11.01%,-18.58%
Lorazepam*,Lorazepam,1,"Major Pharmaceu","$20,962.89","123,976.5","4,022",$0.18,$5.21,0,"$47,307.64","183,388.25","6,563",$0.26,$7.21,0,"$124,275.11","730,682.2","18,868",$0.17,$6.59,0,"$83,483.83","$333,071.14","10,896",$0.26,$7.66,0,"$381,305.57","537,029.5","22,238",$0.90,$17.15,0,242.70%,48.98%
Lorazepam*,Lorazepam,1,"Leading Pharma","$695,104.30","5,573,036.5","110,780",$0.12,$6.27,0,"$4,154,829.59","29,019,530.768","610,110",$0.14,$6.81,0,"$6,052,590.65","41,823,790.962","896,655",$0.14,$6.75,0,"$7,006,594.19","$44,376,304.23","984,466",$0.16,$7.12,0,"$6,645,326.41","42,986,837.669","963,412",$0.15,$6.90,0,-2.04%,5.62%
Lorazepam*,Lorazepam,1,"Qualitest/Par P",,,,,,,"$439,330.16","3,315,059.013","73,211",$0.13,$6.00,0,"$21,142.96","167,432.5","3,479",$0.13,$6.08,0,"$6,992.19","$42,531.50",798,$0.16,$8.76,1,$113.99,733,17,$0.16,$6.71,1,-1.42%,7.01%
Lorazepam*,Lorazepam,1,"International M","$1,046.14",903,97,$1.16,$10.78,0,"$4,418.42","2,825.5",285,$1.56,$15.50,0,"$6,589.04","5,902",286,$1.12,$23.04,0,"$27,256.45","$6,584.00",422,$4.14,$64.59,1,"$3,775.59","3,372.25",144,$1.12,$26.22,0,-72.96%,-0.85%
Lorazepam*,Lorazepam,1,Hospira,"$4,637,449.93","136,201.575","93,845",$34.20,$49.42,1,,,,,,,"$7,834.46",14,12,$552.45,$652.87,1,"$399,187.81",$671.00,539,$594.91,$740.61,1,"$961,423.06","1,518.5","1,191",$632.82,$807.24,1,6.37%,107.40%
Lorazepam*,Lorazepam,1,"Hi-Tech/Akorn C","$130,393.86","153,034.16","3,259",$0.85,$40.01,0,"$135,760.24","177,852.674","3,721",$0.76,$36.48,0,"$91,331.45","117,352.59","2,690",$0.78,$33.95,0,"$87,504.37","$109,742.45","2,753",$0.80,$31.79,0,"$41,241.99","53,649.3","1,365",$0.77,$30.21,0,-3.59%,-2.54%
Lorazepam*,Lorazepam,1,Hosp/Pfiz-Premi,,,,,,,,,,,,,"$43,041.89","1,193.25",491,$36.07,$87.66,1,"$353,478.09","$4,259.00","2,616",$83.00,$135.12,0,"$428,183.33","2,872.25","2,200",$149.08,$194.63,0,79.62%,103.29%
Lorazepam*,Lorazepam,1,Pharmaceutical,"$61,876.92","56,839.69","1,366",$1.09,$45.30,0,"$53,565.37","72,464.18","1,764",$0.74,$30.37,0,"$80,065.18","114,935.08","2,430",$0.70,$32.95,0,"$75,736.76","$109,769.42","2,512",$0.69,$30.15,0,"$106,996.67","153,819.35","3,751",$0.70,$28.52,0,0.82%,-10.59%
Lorazepam*,Lorazepam,1,"Mckesson Packag","$450,553.96","54,634.303","7,759",$8.70,$58.07,1,"$130,772.63","46,763.197","6,806",$3.25,$19.21,0,"$120,145.25","89,873.45","10,782",$1.66,$11.14,0,"$42,564.06","$35,137.00","5,466",$1.25,$7.79,0,"$17,273.90","5,834","2,169",$3.16,$7.96,0,152.75%,-22.35%
Lorazepam*,Lorazepam,1,"Akorn Inc.","$343,200.33","13,649.882","9,773",$25.14,$35.12,1,"$531,441.23","20,413.23","13,920",$26.03,$38.18,1,"$713,129.36","16,474.38","12,371",$43.29,$57.65,1,"$506,770.68","$11,357.56","8,405",$44.62,$60.29,1,"$184,914.31","8,593.74","5,718",$21.52,$32.34,1,-51.78%,-3.82%
Lorazepam*,Lorazepam,1,Ahp,"$14,828.92","2,477.517",666,$13.50,$22.27,1,"$80,898.82","12,342.5","4,209",$10.84,$19.22,1,"$97,749.65","29,019.928","5,317",$5.49,$18.38,1,"$4,630.17","$4,428.50","1,026",$1.30,$4.51,0,"$16,568.26","10,623","1,681",$2.23,$9.86,1,71.86%,-36.28%
Lorazepam*,Lorazepam,1,"Aurobindo Pharm",,,,,,,,,,,,,"$408,967.42","2,217,071.5","49,043",$0.18,$8.34,0,"$1,245,203.06","$7,015,751.00","156,288",$0.18,$7.97,0,"$1,210,087.01","6,917,746","156,042",$0.18,$7.75,0,-1.35%,-2.38%
Lorazepam*,Lorazepam,1,"Excellium Pharm","$595,279.81","5,396,734.941","106,663",$0.11,$5.58,0,"$165,297.62","1,292,828","25,800",$0.13,$6.41,0,"$95,692.63","698,126.5","14,759",$0.14,$6.48,0,"$82,386.14","$529,946.00","11,555",$0.16,$7.13,0,"$13,171.38","121,703","2,826",$0.11,$4.66,0,-30.49%,-0.43%
